,predicted_ranking,predicted_ranking_weights,predicted_ranking_arr,true_ranking,true_ranking_weights,true_ranking_arr
phpMD2hR6,"('DyS', 'SORD', 'SMM', 'MS', 'MAX', 'HDy', 'ACC', 'X', 'PACC', 'CC', 'PCC')","[0.09277736 0.09256997 0.09246696 0.09238489 0.09234603 0.09226631
 0.09213865 0.092086   0.08875852 0.08753944 0.08466587]","(np.float64(1.0214774691104105), np.float64(1.0191940319060901), np.float64(1.018059969140039), np.float64(1.0171563524026221), np.float64(1.016728538024465), np.float64(1.0158508345299742), np.float64(1.014445206056803), np.float64(1.0138655653477269), np.float64(0.977230038817261), np.float64(0.9638080119033872), np.float64(0.9321700013722453))","('DyS', 'MAX', 'SMM', 'HDy', 'MS', 'SORD', 'X', 'ACC', 'PCC', 'CC', 'PACC')","[0.09586815 0.09513326 0.09481984 0.09438755 0.09438755 0.09431731
 0.09307447 0.09218287 0.08497984 0.08353166 0.07731749]","(np.float64(1.058834427993324), np.float64(1.0507177528011167), np.float64(1.047256229557381), np.float64(1.0424817147384355), np.float64(1.0424817147384355), np.float64(1.041705856080357), np.float64(1.0279791259758884), np.float64(1.018131689161813), np.float64(0.9385763359911328), np.float64(0.9225817113476653), np.float64(0.8539480608253228))"
phpV5QYya,"('DyS', 'SMM', 'MS', 'SORD', 'HDy', 'MAX', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.09398679 0.09369567 0.09361795 0.09352933 0.09301962 0.09293154
 0.09279346 0.09271412 0.08565476 0.08497475 0.08308202]","(np.float64(1.036160388404543), np.float64(1.0329509265590617), np.float64(1.0320941238079144), np.float64(1.0311171403790564), np.float64(1.025497831713519), np.float64(1.0245268265876815), np.float64(1.0230045099762022), np.float64(1.022129824700539), np.float64(0.9443037043099825), np.float64(0.9368068837039072), np.float64(0.9159404111222926))","('DyS', 'HDy', 'SMM', 'MS', 'SORD', 'X', 'MAX', 'ACC', 'PACC', 'CC', 'PCC')","[0.09194774 0.09185519 0.09169579 0.09162895 0.09156725 0.09126388
 0.09126388 0.09120218 0.09042062 0.08917115 0.08798338]","(np.float64(1.0115868162343278), np.float64(1.0105685687690749), np.float64(1.008814920356695), np.float64(1.008079519409568), np.float64(1.0074006877660662), np.float64(1.0040630988521817), np.float64(1.0040630988521815), np.float64(1.0033842672086801), np.float64(0.9947857330576563), np.float64(0.981039392276743), np.float64(0.967971883139332))"
phpWfYmlu,"('DyS', 'SORD', 'MS', 'SMM', 'HDy', 'MAX', 'ACC', 'X', 'PACC', 'CC', 'PCC')","[0.09384066 0.09344793 0.09338337 0.09310899 0.09301215 0.09281309
 0.09239884 0.09212984 0.08708886 0.08610433 0.08267194]","(np.float64(1.033798740912496), np.float64(1.029472169657691), np.float64(1.02876095246347), np.float64(1.0257382793939143), np.float64(1.0246714536110646), np.float64(1.0224785339325517), np.float64(1.0179148902779034), np.float64(1.0149514853103954), np.float64(0.9594172762014709), np.float64(0.9485712140201389), np.float64(0.910758166626211))","('DyS', 'SORD', 'MS', 'SMM', 'MAX', 'HDy', 'ACC', 'X', 'PACC', 'CC', 'PCC')","[0.09375557 0.09357791 0.09344332 0.09338948 0.09278651 0.092625
 0.09231275 0.092232   0.08699372 0.08610541 0.08277832]","(np.float64(1.0328510403460558), np.float64(1.0308938609140146), np.float64(1.0294111492230744), np.float64(1.0288180645466982), np.float64(1.0221755161712855), np.float64(1.0203962621421572), np.float64(1.0169563710191756), np.float64(1.0160667440046114), np.float64(0.9583596049932133), np.float64(0.9485737078330072), np.float64(0.9119210748329619))"
phphQEck0,"('DyS', 'SMM', 'SORD', 'MS', 'HDy', 'MAX', 'ACC', 'X', 'PCC', 'CC', 'PACC')","[0.0939267  0.09331713 0.09323816 0.09308765 0.09252365 0.09183883
 0.09171831 0.09163076 0.08674777 0.08651249 0.08545854]","(np.float64(1.0354315211524083), np.float64(1.0287117476014815), np.float64(1.027841135401113), np.float64(1.026181919101698), np.float64(1.0199645106578394), np.float64(1.0124151637153558), np.float64(1.0110866065273212), np.float64(1.0101214783916717), np.float64(0.9562922841383819), np.float64(0.9536985546390913), np.float64(0.9420800116471657))","('DyS', 'MAX', 'SORD', 'X', 'MS', 'SMM', 'ACC', 'HDy', 'CC', 'PACC', 'PCC')","[0.09388673 0.09342165 0.09296702 0.09291999 0.09290954 0.09268484
 0.09224067 0.09207345 0.08798704 0.08625214 0.08265693]","(np.float64(1.0341874052483857), np.float64(1.0290644515807492), np.float64(1.0240566204674422), np.float64(1.0235385689729617), np.float64(1.0234234464186327), np.float64(1.0209483115005613), np.float64(1.0160556029415828), np.float64(1.0142136420723205), np.float64(0.969200723329718), np.float64(0.9500903793111197), np.float64(0.9104882206219758))"
phplE7q6h,"('HDy', 'DyS', 'SMM', 'MS', 'SORD', 'ACC', 'MAX', 'X', 'PCC', 'CC', 'PACC')","[0.09745626 0.09740868 0.09598151 0.09576743 0.09571391 0.09077232
 0.09030254 0.09009441 0.08711518 0.08577126 0.07361649]","(np.float64(1.0779676480215694), np.float64(1.0774414466044409), np.float64(1.061655404082802), np.float64(1.0592874977045723), np.float64(1.0586955211100086), np.float64(1.0040363488788722), np.float64(0.9988401098821817), np.float64(0.9965379786810344), np.float64(0.9635846149153713), np.float64(0.9487194248750367), np.float64(0.8142749627330466))","('DyS', 'HDy', 'SMM', 'SORD', 'MS', 'ACC', 'MAX', 'X', 'PCC', 'CC', 'PACC')","[0.09703007 0.09674529 0.09577232 0.09557654 0.09501293 0.09148888
 0.09139989 0.09112698 0.08707492 0.08534849 0.07342368]","(np.float64(1.0731667566077718), np.float64(1.0700171394973534), np.float64(1.0592559477034236), np.float64(1.0570905859400106), np.float64(1.0508569687423068), np.float64(1.0118804570008777), np.float64(1.010896201653872), np.float64(1.0078778185897213), np.float64(0.9630613917893903), np.float64(0.9439668380574779), np.float64(0.8120766215587019))"
phpmPOD5A,"('DyS', 'X', 'MAX', 'SORD', 'MS', 'SMM', 'HDy', 'ACC', 'PCC', 'CC', 'PACC')","[0.10002094 0.09936974 0.09909384 0.09874004 0.09764187 0.09728895
 0.09438768 0.0894115  0.0776451  0.07351887 0.07288147]","(np.float64(1.1152136748226769), np.float64(1.1079529380104938), np.float64(1.1048767676887783), np.float64(1.1009319665936403), np.float64(1.088687605668411), np.float64(1.084752617352839), np.float64(1.052403950205643), np.float64(0.9969205979321037), np.float64(0.8657275744847096), np.float64(0.8197208508661931), np.float64(0.8126139521916905))","('HDy', 'SORD', 'SMM', 'PACC', 'PCC', 'X', 'MAX', 'DyS', 'ACC', 'CC', 'MS')","[0.09913951 0.09574072 0.09289911 0.09141562 0.09141562 0.08897099
 0.08897099 0.08825363 0.08773127 0.08773127 0.08773127]","(np.float64(1.0920120863535803), np.float64(1.0545747135809873), np.float64(1.0232746150334098), np.float64(1.0069341224093067), np.float64(1.0069341224093067), np.float64(0.9800068317470527), np.float64(0.9800068317470526), np.float64(0.9721050911823456), np.float64(0.9663513965963938), np.float64(0.9663513965963938), np.float64(0.9663513965963938))"
phpwRjVjk,"('HDy', 'DyS', 'SORD', 'MAX', 'MS', 'X', 'PCC', 'SMM', 'ACC', 'CC', 'PACC')","[0.10512664 0.10153486 0.09840769 0.09840116 0.09159825 0.08898081
 0.08751179 0.08574148 0.0844234  0.08385561 0.07441831]","(np.float64(1.1662769805408462), np.float64(1.126429799129222), np.float64(1.0917368075291531), np.float64(1.0916644449739765), np.float64(1.0161928006129028), np.float64(0.9871548544176565), np.float64(0.9708574789842022), np.float64(0.9512177152876188), np.float64(0.9365949071918949), np.float64(0.9302958060355088), np.float64(0.825598212663467))","('HDy', 'DyS', 'SORD', 'MAX', 'MS', 'X', 'PCC', 'ACC', 'SMM', 'CC', 'PACC')","[0.10519162 0.10232221 0.09820758 0.09820156 0.09168072 0.08817968
 0.08767437 0.08556893 0.08469067 0.08368006 0.07460261]","(np.float64(1.1670640124837746), np.float64(1.1352289040321148), np.float64(1.0895785598372816), np.float64(1.0895118195679911), np.float64(1.0171653676568817), np.float64(0.9783225309296993), np.float64(0.9727163483092813), np.float64(0.9493572540575392), np.float64(0.9396131747410985), np.float64(0.9284008095002625), np.float64(0.8276897431406092))"
phpxijhaP,"('SMM', 'DyS', 'SORD', 'MS', 'HDy', 'X', 'ACC', 'MAX', 'PACC', 'CC', 'PCC')","[0.09121406 0.0911837  0.09117358 0.09113816 0.09111792 0.09100661
 0.09096107 0.09095095 0.0907688  0.09050569 0.08997947]","(np.float64(1.0033687023701923), np.float64(1.0030347530052448), np.float64(1.0029234365501132), np.float64(1.0025338289574501), np.float64(1.002311196046912), np.float64(1.0010867150417235), np.float64(1.000585790993912), np.float64(1.000474474539244), np.float64(0.998470778347649), np.float64(0.9955765505162788), np.float64(0.9897880948532111))","('SMM', 'DyS', 'SORD', 'MS', 'HDy', 'X', 'ACC', 'MAX', 'PACC', 'CC', 'PCC')","[0.09121406 0.0911837  0.09117358 0.09113816 0.09111792 0.09100661
 0.09096107 0.09095095 0.0907688  0.09050569 0.08997947]","(np.float64(1.0033687023698101), np.float64(1.0030347530046861), np.float64(1.0029234365496447), np.float64(1.002533828957), np.float64(1.0023111960469173), np.float64(1.0010867150414624), np.float64(1.0005857909937765), np.float64(1.000474474538735), np.float64(0.9984707783479909), np.float64(0.995576550516916), np.float64(0.9897880948547657))"
pol,"('DyS', 'SMM', 'MS', 'SORD', 'MAX', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC')","[0.09297748 0.09290125 0.09285172 0.0927966  0.09224342 0.0921249
 0.09191365 0.09156992 0.0901356  0.0862909  0.08419457]","(np.float64(1.0238846451108135), np.float64(1.0230452764628217), np.float64(1.022499819422018), np.float64(1.0218928178818967), np.float64(1.0158010273209315), np.float64(1.0144958944978557), np.float64(1.0121696126284654), np.float64(1.0083843347973451), np.float64(0.9925893585731637), np.float64(0.9502508429843828), np.float64(0.9271656854817865))","('DyS', 'MS', 'SMM', 'SORD', 'MAX', 'ACC', 'HDy', 'X', 'PACC', 'CC', 'PCC')","[0.09247524 0.09237612 0.09227177 0.09226133 0.09214133 0.09192221
 0.09172916 0.09144743 0.09012744 0.08832745 0.08492052]","(np.float64(1.0178100994277712), np.float64(1.0167190487810474), np.float64(1.0155705744160746), np.float64(1.0154557269795774), np.float64(1.014134981459859), np.float64(1.0117231852934168), np.float64(1.0095985077182175), np.float64(1.0064976269327917), np.float64(0.991969426215889), np.float64(0.9721582434201126), np.float64(0.9346605554037595))"
pollen,"('MS', 'DyS', 'SORD', 'ACC', 'MAX', 'X', 'HDy', 'SMM', 'CC', 'PCC', 'PACC')","[0.0928295  0.09262596 0.09227779 0.09209859 0.09200557 0.09169141
 0.09159515 0.09136473 0.08971968 0.0874856  0.08630602]","(np.float64(1.0228330095946543), np.float64(1.0205903189234973), np.float64(1.0167540650257667), np.float64(1.0147795549112224), np.float64(1.0137545600290654), np.float64(1.0102930116882973), np.float64(1.0092323765373101), np.float64(1.0066935840337279), np.float64(0.9885677884564745), np.float64(0.9639517895354751), np.float64(0.950954642538001))","('PCC', 'CC', 'MS', 'SORD', 'HDy', 'DyS', 'ACC', 'MAX', 'X', 'SMM', 'PACC')","[0.10043696 0.09802707 0.09285227 0.09010786 0.08955488 0.08941152
 0.08923402 0.08923402 0.08775258 0.08756825 0.08582057]","(np.float64(1.1069450330962485), np.float64(1.0803848687247646), np.float64(1.0233519945219745), np.float64(0.9931050084671966), np.float64(0.9870104665009354), np.float64(0.9854304000652381), np.float64(0.983474127335327), np.float64(0.983474127335327), np.float64(0.9671467741664544), np.float64(0.9651152601777007), np.float64(0.9458534979139614))"
puma32H,"('DyS', 'SORD', 'SMM', 'MS', 'MAX', 'HDy', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.09274619 0.09258423 0.09245378 0.09235708 0.09235328 0.09231154
 0.09208984 0.09207783 0.08866021 0.08751134 0.08485469]","(np.float64(1.0211912384398025), np.float64(1.0194079705857324), np.float64(1.0179716860336552), np.float64(1.0169069101072), np.float64(1.016865129434536), np.float64(1.0164055107476804), np.float64(1.0139645199518765), np.float64(1.0138322560873287), np.float64(0.9762022175324627), np.float64(0.9635524238116777), np.float64(0.9343011082071409))","('MAX', 'DyS', 'ACC', 'X', 'SORD', 'HDy', 'MS', 'SMM', 'CC', 'PACC', 'PCC')","[0.09319962 0.09319395 0.09300694 0.09300694 0.0929276  0.09271792
 0.09234389 0.09232122 0.08715852 0.08681283 0.08331059]","(np.float64(1.0264740132817152), np.float64(1.0264115978332842), np.float64(1.0243518880350628), np.float64(1.0243518880350628), np.float64(1.0234780717570295), np.float64(1.0211687001650849), np.float64(1.0170492805686426), np.float64(1.0167996187749184), np.float64(0.9599391452543268), np.float64(0.9561318029000392), np.float64(0.9175590557697142))"
puma8NH,"('DyS', 'SMM', 'SORD', 'MS', 'MAX', 'HDy', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.09319827 0.09299151 0.09298811 0.09288554 0.09256024 0.09253016
 0.09217687 0.09217222 0.08872553 0.08643312 0.08333843]","(np.float64(1.0263907867322537), np.float64(1.0241137481030362), np.float64(1.0240762932536271), np.float64(1.0229467724086292), np.float64(1.0193642211195841), np.float64(1.0190329354202043), np.float64(1.0151421815642039), np.float64(1.0150909029694524), np.float64(0.9771326095927997), np.float64(0.951886366631859), np.float64(0.9178046121266366))","('DyS', 'X', 'ACC', 'HDy', 'MAX', 'SORD', 'MS', 'SMM', 'CC', 'PACC', 'PCC')","[0.0937447  0.09318039 0.09308988 0.0930047  0.09294614 0.09277578
 0.09238183 0.09223276 0.0883145  0.08590285 0.08242646]","(np.float64(1.0326882897514253), np.float64(1.0264718167932785), np.float64(1.025474835281123), np.float64(1.0245364997402706), np.float64(1.0238913940559344), np.float64(1.0220147229742298), np.float64(1.0176749210977873), np.float64(1.016032833901296), np.float64(0.9728693990220864), np.float64(0.9463027740217036), np.float64(0.9080069547606658))"
